Movie name,Year_of_Release,Watch_Time,Genre,Movie_Rating,Metascore of movie,Votes,Gross,Description
The Purple Rose of Cairo,1985,82 min,"Comedy,Fantasy,Romance",7.7,75        ,"52,896",$10.63M,"In 1935 New Jersey, a movie character walks off the screen and into the real world."
Jules et Jim,1962,105 min,"Drama,Romance",7.7,97        ,"42,858",NA,Decades of a love triangle concerning two friends and an impulsive woman.
Le passé,2013,130 min,"Drama,Mystery",7.7,85        ,"49,741",$1.33M,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce."
Hana-bi,1997,103 min,"Crime,Drama,Romance",7.7,NA,"31,613",$0.23M,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions."
The Muppet Christmas Carol,1992,85 min,"Comedy,Drama,Family",7.7,64        ,"63,963",$27.28M,The Muppets present their own touching rendition of Charles Dickens' classic tale.
Zelig,1983,79 min,Comedy,7.7,NA,"42,937",$11.80M,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people."
Auf der anderen Seite,2007,122 min,Drama,7.7,85        ,"32,698",$0.74M,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.
Harry Potter and the Sorcerer's Stone,2001,152 min,"Adventure,Family,Fantasy",7.6,65        ,"804,988",$317.58M,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
Once Upon a Time in... Hollywood,2019,161 min,"Comedy,Drama",7.6,83        ,"771,685",$142.50M,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
American Psycho,2000,102 min,"Crime,Drama,Horror",7.6,64        ,"649,817",$15.07M,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
Inside Man,2006,129 min,"Crime,Drama,Mystery",7.6,76        ,"381,822",$88.51M,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
The Birds,1963,119 min,"Drama,Horror,Mystery",7.6,90        ,"194,889",$11.40M,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
Office Space,1999,89 min,Comedy,7.6,68        ,"274,212",$10.82M,Three company workers who hate their jobs decide to rebel against their greedy boss.
Moana,I 2016,107 min,"Animation,Adventure,Comedy",7.6,81        ,"348,597",$248.76M,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
Moneyball,2011,133 min,"Biography,Drama,Sport",7.6,87        ,"436,373",$75.61M,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
Superbad,2007,113 min,Comedy,7.6,76        ,"596,771",$121.46M,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
The Fifth Element,1997,126 min,"Action,Adventure,Sci-Fi",7.6,52        ,"483,936",$63.54M,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
Sicario,2015,121 min,"Action,Crime,Drama",7.6,82        ,"443,498",$46.89M,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
Deadpool 2,2018,119 min,"Action,Adventure,Comedy",7.6,66        ,"600,575",$324.59M,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable."
Saw,2004,103 min,"Horror,Mystery,Thriller",7.6,46        ,"432,965",$56.00M,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
My Cousin Vinny,1992,120 min,"Comedy,Crime",7.6,68        ,"130,752",$52.93M,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
Guardians of the Galaxy Vol. 2,2017,136 min,"Action,Adventure,Comedy",7.6,67        ,"699,527",$389.81M,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego."
300,2006,117 min,"Action,Drama",7.6,52        ,"833,739",$210.61M,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
Star Wars: Episode III - Revenge of the Sith,2005,140 min,"Action,Adventure,Fantasy",7.6,68        ,"807,518",$380.26M,"Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy."
The Blind Side,2009,129 min,"Biography,Drama,Sport",7.6,53        ,"342,346",$255.96M,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
Watchmen,2009,162 min,"Action,Drama,Mystery",7.6,56        ,"561,183",$107.51M,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
Stardust,2007,127 min,"Adventure,Family,Fantasy",7.6,66        ,"276,839",$38.63M,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
A Star Is Born,2018,136 min,"Drama,Music,Romance",7.6,88        ,"395,652",$215.29M,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
Barton Fink,1991,116 min,"Comedy,Drama,Thriller",7.6,69        ,"124,922",$6.15M,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
Kick-Ass,2010,117 min,"Action,Comedy,Crime",7.6,66        ,"573,331",$48.07M,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
Dawn of the Planet of the Apes,2014,130 min,"Action,Adventure,Drama",7.6,79        ,"449,987",$208.55M,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
Searching,III 2018,102 min,"Drama,Mystery,Thriller",7.6,71        ,"170,476",$26.02M,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop."
The Others,2001,101 min,"Horror,Mystery,Thriller",7.6,74        ,"375,084",$96.52M,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
Kung Fu Panda,2008,92 min,"Animation,Action,Adventure",7.6,74        ,"485,769",$215.43M,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
The Thin Red Line,1998,170 min,"Drama,History,War",7.6,78        ,"192,110",$36.40M,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
After Hours,I 1985,97 min,"Comedy,Crime,Drama",7.6,90        ,"72,925",$10.60M,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.
Despicable Me,2010,95 min,"Animation,Adventure,Comedy",7.6,72        ,"558,521",$251.51M,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
Gone Baby Gone,2007,114 min,"Crime,Drama,Mystery",7.6,72        ,"279,118",$20.30M,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
Eastern Promises,2007,100 min,"Crime,Drama,Thriller",7.6,83        ,"249,619",$17.11M,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.
Hell or High Water,II 2016,102 min,"Crime,Drama,Thriller",7.6,88        ,"237,812",$26.86M,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.
RoboCop,1987,102 min,"Action,Crime,Sci-Fi",7.6,70        ,"266,213",$53.42M,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
The Royal Tenenbaums,2001,110 min,"Comedy,Drama",7.6,76        ,"299,733",$52.36M,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
Minority Report,2002,145 min,"Action,Crime,Mystery",7.6,80        ,"563,267",$132.07M,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
Mulan,1998,87 min,"Animation,Adventure,Comedy",7.6,71        ,"297,232",$120.62M,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
Serbuan maut,2011,101 min,"Action,Crime,Thriller",7.6,73        ,"209,221",$4.11M,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.
The Fly,1986,96 min,"Drama,Horror,Sci-Fi",7.6,79        ,"189,774",$40.46M,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.
Lethal Weapon,1987,109 min,"Action,Crime,Thriller",7.6,68        ,"265,284",$65.21M,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
The Butterfly Effect,2004,113 min,"Drama,Sci-Fi,Thriller",7.6,30        ,"499,603",$57.94M,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
What We Do in the Shadows,2014,86 min,"Comedy,Horror",7.6,76        ,"189,322",$3.33M,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts."
Rushmore,1998,93 min,"Comedy,Drama,Romance",7.6,86        ,"189,726",$17.11M,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta."
La piel que habito,2011,120 min,"Drama,Horror,Mystery",7.6,70        ,"157,506",$3.19M,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession."
